beta (β), betay (β_y), and betaz (β_z) 
Latitude is planetocentric and pressure unit is mbar
Unit of beta, betay, and betaz is 1e-12 1/(s*m) 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude     beta      betay     betaz
   58.18   60.00      2.962     0.868    -0.423
   58.18   61.00      2.876     5.588     0.388
   58.18   62.00      2.789    10.038     1.157
   58.18   63.00      2.701     4.489     1.525
   58.18   64.00      2.612    -3.875     1.540
   58.18   65.00      2.521    -1.272     1.300
   58.18   66.00      2.429    -2.889     0.682
   58.18   67.00      2.337    -4.411     0.170
   58.18   68.00      2.243    -2.608    -0.402
   58.18   69.00      2.148    -3.847    -0.601
   58.18   70.00      2.052    -4.299    -0.335
   58.18   71.00      1.956    -5.633     0.233
   58.18   72.00      1.858    -4.833     0.668
   58.18   73.00      1.760    -0.244     1.214
   58.18   74.00      1.660     3.991     1.819
   58.18   75.00      1.560    10.552     1.968
   58.18   76.00      1.460    13.350     1.557
   58.18   77.00      1.358    -0.763     0.729
   58.18   78.00      1.256    -7.407    -0.260
   58.18   79.00      1.154    -3.697    -1.145
   58.18   80.00      1.051    -6.776    -1.677
   58.18   81.00      0.947    -5.912    -1.419
   58.18   82.00      0.843    -1.956    -0.228
   58.18   83.00      0.738     1.097     1.662
   58.18   84.00      0.634     6.759     3.461
   58.18   85.00      0.528    13.487     4.379
   58.18   86.00      0.423    11.542     4.353
   58.18   87.00      0.317    12.704     3.611
   58.18   88.00      0.212     6.496     4.078
   58.18   89.00      0.106     0.288     2.769
   58.18   90.00      0.000     0.288     0.038

Pressure level 50.8145 mbar
pressure latitude     beta      betay     betaz
   50.81  -90.00      0.000    -3.021   -40.919
   50.81  -89.00      0.106    -3.021    -4.282
   50.81  -88.00      0.212     3.794    -1.869
   50.81  -87.00      0.317     3.378    -3.273
   50.81  -86.00      0.423     2.962    -0.418
   50.81  -85.00      0.528     0.832    -0.390
   50.81  -84.00      0.634     2.179    -0.004
   50.81  -83.00      0.738    -3.968    -0.371
   50.81  -82.00      0.843    -3.597    -0.653
   50.81  -81.00      0.947    -2.669    -0.675
   50.81  -80.00      1.051    -3.876    -0.457
   50.81  -79.00      1.154    -3.071    -0.163
   50.81  -78.00      1.256    -3.015     0.322
   50.81  -77.00      1.358    -2.319     0.801
   50.81  -76.00      1.460    -3.342     1.145
   50.81  -75.00      1.560    -5.187     1.075
   50.81  -74.00      1.660    -5.636     0.781
   50.81  -73.00      1.760    -0.454     0.816
   50.81  -72.00      1.858     4.129     0.786
   50.81  -71.00      1.955    12.714     0.764
   50.81  -70.00      2.052    14.674     0.520
   50.81  -69.00      2.148     1.281    -0.095
   50.81  -68.00      2.243    -3.530    -0.858
   50.81  -67.00      2.336    -1.908    -1.654
   50.81  -66.00      2.429    -5.604    -2.401
   50.81  -65.00      2.521    -3.970    -2.917
   50.81  -64.00      2.611    -4.441    -3.103
   50.81  -63.00      2.701    -2.990    -2.903
   50.81  -62.00      2.789    -1.796    -2.535
   50.81  -61.00      2.876    -4.793    -2.133
   50.81  -60.00      2.962    -7.506    -1.345
   50.81  -59.00      3.046    -6.271    -0.040
   50.81  -58.00      3.129    -4.277     1.521
   50.81  -57.00      3.211     5.014     3.044
   50.81  -56.00      3.292    18.526     4.058
   50.81  -55.00      3.371    13.188     4.161
   50.81  -54.00      3.449     4.965     3.396
   50.81  -53.00      3.525     4.485     2.151
   50.81  -52.00      3.600    -0.401     0.533
   50.81  -51.00      3.674    -4.161    -1.250
   50.81  -50.00      3.746    -5.549    -2.501
   50.81  -49.00      3.817    -6.180    -2.938
   50.81  -48.00      3.886    -6.673    -2.649
   50.81  -47.00      3.954    -6.849    -1.831
   50.81  -46.00      4.020    -3.830    -0.700
   50.81  -45.00      4.085     1.680     0.473
   50.81  -44.00      4.148     7.805     1.342
   50.81  -43.00      4.210    12.541     1.645
   50.81  -42.00      4.270    11.757     1.497
   50.81  -41.00      4.328     3.978     1.099
   50.81  -40.00      4.385    -3.686     0.318
   50.81  -39.00      4.441    -2.783    -0.612
   50.81  -38.00      4.495    -4.650    -0.915
   50.81  -37.00      4.547    -4.368    -0.873
   50.81  -36.00      4.598    -4.681    -0.897
   50.81  -35.00      4.648    -4.444    -0.841
   50.81  -34.00      4.696    -4.905    -0.720
   50.81  -33.00      4.742    -3.159    -0.485
   50.81  -32.00      4.787    -0.710    -0.004
   50.81  -31.00      4.830     1.693     0.448
   50.81  -30.00      4.872     2.434     0.755
   50.81  -29.00      4.913     1.359     1.092
   50.81  -28.00      4.951     3.666     1.230
   50.81  -27.00      4.989     1.128     0.995
   50.81  -26.00      5.025    -4.752     0.485
   50.81  -25.00      5.059    -5.235     0.047
   50.81  -24.00      5.092    -2.799    -0.011
   50.81  -23.00      5.124    -0.826     0.154
   50.81  -22.00      5.154     0.313     0.363
   50.81  -21.00      5.182    -0.975     0.542
   50.81  -20.00      5.210    -0.787     0.689
   50.81  -19.00      5.236     0.028     0.767
   50.81  -18.00      5.260     2.520     0.684
   50.81  -17.00      5.283     3.754     0.498
   50.81  -16.00      5.305     4.025     0.142
   50.81  -15.00      5.325     0.570    -0.240
   50.81  -14.00      5.344     0.616    -0.518
   50.81  -13.00      5.362     0.000    -0.708
   50.81  -12.00      5.378     0.678    -0.756
   50.81  -11.00      5.393     0.503    -0.647
   50.81  -10.00      5.407     0.623    -0.404
   50.81   -9.00      5.419     2.185    -0.093
   50.81   -8.00      5.430     2.976     0.087
   50.81   -7.00      5.440    -0.641     0.072
   50.81   -6.00      5.448    -6.699    -0.087
   50.81   -5.00      5.455    -7.890    -0.238
   50.81   -4.00      5.461    -9.657    -0.290
   50.81   -3.00      5.465    -7.292    -0.222
   50.81   -2.00      5.469     8.486    -0.098
   50.81   -1.00      5.470    18.712    -0.016
   50.81    0.00      5.471     7.386    -0.000
   50.81    1.00      5.470    11.860    -0.009
   50.81    2.00      5.469     5.679    -0.029
   50.81    3.00      5.465    -9.732    -0.029
   50.81    4.00      5.461   -18.649     0.025
   50.81    5.00      5.455     0.838     0.223
   50.81    6.00      5.448    -3.226     0.362
   50.81    7.00      5.440     0.480     0.529
   50.81    8.00      5.430     3.617     0.584
   50.81    9.00      5.419     2.172     0.549
   50.81   10.00      5.407     4.011     0.419
   50.81   11.00      5.393     5.229     0.275
   50.81   12.00      5.378     3.235     0.117
   50.81   13.00      5.362     3.030    -0.064
   50.81   14.00      5.344     2.667    -0.104
   50.81   15.00      5.325    -0.353    -0.018
   50.81   16.00      5.305     1.572     0.114
   50.81   17.00      5.283     1.325     0.303
   50.81   18.00      5.260    -0.083     0.513
   50.81   19.00      5.236    -0.739     0.826
   50.81   20.00      5.210    -0.961     1.123
   50.81   21.00      5.182    -1.635     1.283
   50.81   22.00      5.154    -2.196     1.285
   50.81   23.00      5.124    -1.660     1.121
   50.81   24.00      5.092    -1.749     0.890
   50.81   25.00      5.059    -2.151     0.712
   50.81   26.00      5.025    -2.362     0.752
   50.81   27.00      4.989     0.390     1.064
   50.81   28.00      4.951     0.651     1.497
   50.81   29.00      4.913     0.804     1.892
   50.81   30.00      4.872     3.693     2.191
   50.81   31.00      4.830     0.791     2.354
   50.81   32.00      4.787    -2.516     2.368
   50.81   33.00      4.742    -2.979     2.175
   50.81   34.00      4.696    -5.037     1.511
   50.81   35.00      4.648    -5.188     0.563
   50.81   36.00      4.598    -5.660    -0.126
   50.81   37.00      4.547    -6.151    -0.513
   50.81   38.00      4.495    -5.009    -0.797
   50.81   39.00      4.441    -1.310    -0.900
   50.81   40.00      4.385     4.705    -0.391
   50.81   41.00      4.328    10.277     0.542
   50.81   42.00      4.270    14.292     1.239
   50.81   43.00      4.210     9.121     1.212
   50.81   44.00      4.148     1.788     0.552
   50.81   45.00      4.085    -4.344    -0.016
   50.81   46.00      4.020    -0.954    -0.125
   50.81   47.00      3.954    -5.267     0.151
   50.81   48.00      3.886    -2.306     0.374
   50.81   49.00      3.817    -4.732     0.395
   50.81   50.00      3.746    -4.804     0.019
   50.81   51.00      3.674    -5.278    -0.578
   50.81   52.00      3.600    -4.253    -1.076
   50.81   53.00      3.525    -1.917    -1.277
   50.81   54.00      3.449     1.599    -1.225
   50.81   55.00      3.371     4.768    -1.256
   50.81   56.00      3.292     6.547    -1.617
   50.81   57.00      3.211     3.381    -1.721
   50.81   58.00      3.129    -2.292    -1.429
   50.81   59.00      3.046    -1.869    -1.069
   50.81   60.00      2.962     0.860    -0.487
   50.81   61.00      2.876     5.623     0.446
   50.81   62.00      2.789    10.069     1.332
   50.81   63.00      2.701     4.473     1.757
   50.81   64.00      2.611    -3.892     1.775
   50.81   65.00      2.521    -1.287     1.499
   50.81   66.00      2.429    -2.885     0.785
   50.81   67.00      2.336    -4.419     0.195
   50.81   68.00      2.243    -2.571    -0.463
   50.81   69.00      2.148    -3.818    -0.692
   50.81   70.00      2.052    -4.262    -0.386
   50.81   71.00      1.955    -5.565     0.268
   50.81   72.00      1.858    -4.779     0.769
   50.81   73.00      1.760    -0.258     1.399
   50.81   74.00      1.660     3.901     2.098
   50.81   75.00      1.560    10.417     2.272
   50.81   76.00      1.460    13.269     1.799
   50.81   77.00      1.358    -0.731     0.843
   50.81   78.00      1.256    -7.338    -0.300
   50.81   79.00      1.154    -3.631    -1.322
   50.81   80.00      1.051    -6.678    -1.935
   50.81   81.00      0.947    -5.817    -1.636
   50.81   82.00      0.843    -1.892    -0.263
   50.81   83.00      0.738     1.090     1.915
   50.81   84.00      0.634     6.698     3.990
   50.81   85.00      0.528    13.412     5.060
   50.81   86.00      0.423    11.432     5.049
   50.81   87.00      0.317    12.850     4.208
   50.81   88.00      0.212     6.209     4.770
   50.81   89.00      0.106    -0.432     3.268
   50.81   90.00      0.000    -0.432     0.045
